,Year,Genre,Region,Sales
65168,2010-01-01,Simulation,Rest of the World,0.0
65169,2006-01-01,Strategy,Rest of the World,0.0
65170,2010-01-01,Racing,Rest of the World,0.0
65171,2006-01-01,Simulation,Rest of the World,0.0
65172,2002-01-01,Adventure,Rest of the World,0.0
65173,2011-01-01,Adventure,Rest of the World,0.0
65174,2009-01-01,Role-Playing,Rest of the World,0.0
65175,2006-01-01,Platform,Rest of the World,0.0
65176,1999-01-01,Action,Rest of the World,0.0
65177,2012-01-01,Action,Rest of the World,0.0
65178,2015-01-01,Misc,Rest of the World,0.0
65179,2011-01-01,Role-Playing,Rest of the World,0.0
65180,2006-01-01,Misc,Rest of the World,0.0
65181,2003-01-01,Racing,Rest of the World,0.0
65182,2010-01-01,Adventure,Rest of the World,0.0
65183,2012-01-01,Racing,Rest of the World,0.0
65184,2012-01-01,Role-Playing,Rest of the World,0.0
65185,2006-01-01,Misc,Rest of the World,0.0
65186,2011-01-01,Action,Rest of the World,0.0
65187,2014-01-01,Role-Playing,Rest of the World,0.0
65188,2016-01-01,Action,Rest of the World,0.0
65189,2007-01-01,Simulation,Rest of the World,0.0
65190,2008-01-01,Simulation,Rest of the World,0.0
65191,2012-01-01,Action,Rest of the World,0.0
65192,2013-01-01,Role-Playing,Rest of the World,0.0
65193,2005-01-01,Racing,Rest of the World,0.0
65194,2016-01-01,Adventure,Rest of the World,0.0
65195,2002-01-01,Sports,Rest of the World,0.0
65196,2007-01-01,Sports,Rest of the World,0.0
65197,2016-01-01,Action,Rest of the World,0.0
65198,2010-01-01,Action,Rest of the World,0.0
65199,2013-01-01,Adventure,Rest of the World,0.0
65200,2013-01-01,Fighting,Rest of the World,0.0
65201,2010-01-01,Racing,Rest of the World,0.0
65202,2006-01-01,Action,Rest of the World,0.0
65203,2016-01-01,Role-Playing,Rest of the World,0.0
65204,2006-01-01,Simulation,Rest of the World,0.0
65205,2008-01-01,Sports,Rest of the World,0.0
65206,2009-01-01,Puzzle,Rest of the World,0.0
65207,2014-01-01,Adventure,Rest of the World,0.0
65208,2007-01-01,Strategy,Rest of the World,0.0
65209,2016-01-01,Simulation,Rest of the World,0.0
65210,2010-01-01,Adventure,Rest of the World,0.0
65211,2011-01-01,Strategy,Rest of the World,0.0
65212,2006-01-01,Puzzle,Rest of the World,0.0
65213,2008-01-01,Role-Playing,Rest of the World,0.0
65214,2005-01-01,Misc,Rest of the World,0.0
65215,2013-01-01,Adventure,Rest of the World,0.0
65216,2014-01-01,Adventure,Rest of the World,0.0
65217,2008-01-01,Simulation,Rest of the World,0.0
65218,2015-01-01,Adventure,Rest of the World,0.0
65219,2004-01-01,Platform,Rest of the World,0.0
65220,2008-01-01,Strategy,Rest of the World,0.0
65221,2006-01-01,Simulation,Rest of the World,0.0
65222,2008-01-01,Role-Playing,Rest of the World,0.0
65223,2006-01-01,Sports,Rest of the World,0.0
65224,2005-01-01,Simulation,Rest of the World,0.0
65225,2012-01-01,Action,Rest of the World,0.0
65226,2014-01-01,Action,Rest of the World,0.0
65227,2010-01-01,Role-Playing,Rest of the World,0.0
65228,2010-01-01,Adventure,Rest of the World,0.0
65229,2012-01-01,Puzzle,Rest of the World,0.0
65230,2013-01-01,Shooter,Rest of the World,0.0
65231,2016-01-01,Action,Rest of the World,0.0
65232,2009-01-01,Simulation,Rest of the World,0.0
65233,2007-01-01,Puzzle,Rest of the World,0.0
65234,2015-01-01,Action,Rest of the World,0.0
65235,2009-01-01,Action,Rest of the World,0.0
65236,2015-01-01,Action,Rest of the World,0.0
65237,2008-01-01,Sports,Rest of the World,0.0
65238,2007-01-01,Puzzle,Rest of the World,0.0
65239,2013-01-01,Role-Playing,Rest of the World,0.0
65240,2015-01-01,Strategy,Rest of the World,0.0
65241,2011-01-01,Simulation,Rest of the World,0.0
65242,2006-01-01,Action,Rest of the World,0.0
65243,2015-01-01,Action,Rest of the World,0.0
65244,2014-01-01,Action,Rest of the World,0.0
65245,2007-01-01,Strategy,Rest of the World,0.0
65246,2012-01-01,Role-Playing,Rest of the World,0.0
65247,2001-01-01,Role-Playing,Rest of the World,0.0
65248,2003-01-01,Shooter,Rest of the World,0.0
65249,2011-01-01,Adventure,Rest of the World,0.0
65250,2004-01-01,Fighting,Rest of the World,0.0
65251,2012-01-01,Adventure,Rest of the World,0.0
65252,2008-01-01,Sports,Rest of the World,0.0
65253,2008-01-01,Role-Playing,Rest of the World,0.0
65254,2005-01-01,Shooter,Rest of the World,0.0
65255,2007-01-01,Adventure,Rest of the World,0.0
65256,2008-01-01,Shooter,Rest of the World,0.0
65257,2010-01-01,Adventure,Rest of the World,0.0
65258,2016-01-01,Sports,Rest of the World,0.0
65259,2009-01-01,Action,Rest of the World,0.0
65260,2016-01-01,Platform,Rest of the World,0.0
65261,2011-01-01,Puzzle,Rest of the World,0.0
65262,2006-01-01,Strategy,Rest of the World,0.0
65263,2015-01-01,Action,Rest of the World,0.0
65264,2016-01-01,Adventure,Rest of the World,0.0
65265,2006-01-01,Sports,Rest of the World,0.0
65266,2015-01-01,Action,Rest of the World,0.0
65267,1998-01-01,Sports,Rest of the World,0.0
65268,2015-01-01,Action,Rest of the World,0.0
65269,2016-01-01,Role-Playing,Rest of the World,0.0
65270,,Racing,Rest of the World,0.0
65271,2013-01-01,Fighting,Rest of the World,0.0
65272,2010-01-01,Adventure,Rest of the World,0.0
65273,1995-01-01,Simulation,Rest of the World,0.0
65274,2009-01-01,Shooter,Rest of the World,0.0
65275,2016-01-01,Adventure,Rest of the World,0.0
65276,2011-01-01,Action,Rest of the World,0.0
65277,2008-01-01,Adventure,Rest of the World,0.0
65278,2005-01-01,Platform,Rest of the World,0.0
65279,2008-01-01,Strategy,Rest of the World,0.0
65280,2002-01-01,Strategy,Rest of the World,0.0
65281,2005-01-01,Platform,Rest of the World,0.0
65282,2015-01-01,Action,Rest of the World,0.0
65283,2008-01-01,Simulation,Rest of the World,0.0
65284,2015-01-01,Strategy,Rest of the World,0.0
65285,2008-01-01,Role-Playing,Rest of the World,0.0
65286,2003-01-01,Strategy,Rest of the World,0.0
65287,2015-01-01,Action,Rest of the World,0.0
65288,2003-01-01,Racing,Rest of the World,0.0
65289,2015-01-01,Misc,Rest of the World,0.0
65290,2016-01-01,Action,Rest of the World,0.0
65291,2009-01-01,Shooter,Rest of the World,0.0
65292,2012-01-01,Puzzle,Rest of the World,0.0
65293,2002-01-01,Sports,Rest of the World,0.0
65294,2010-01-01,Misc,Rest of the World,0.0
65295,2008-01-01,Simulation,Rest of the World,0.0
65296,2000-01-01,Strategy,Rest of the World,0.0
65297,2007-01-01,Fighting,Rest of the World,0.0
65298,2011-01-01,Shooter,Rest of the World,0.0
65299,2000-01-01,Shooter,Rest of the World,0.0
65300,2013-01-01,Adventure,Rest of the World,0.0
65301,2016-01-01,Action,Rest of the World,0.0
65302,2016-01-01,Adventure,Rest of the World,0.0
65303,2012-01-01,Action,Rest of the World,0.0
65304,2003-01-01,Adventure,Rest of the World,0.0
65305,2009-01-01,Misc,Rest of the World,0.0
65306,2012-01-01,Action,Rest of the World,0.0
65307,2007-01-01,Role-Playing,Rest of the World,0.0
65308,2009-01-01,Shooter,Rest of the World,0.0
65309,1997-01-01,Puzzle,Rest of the World,0.0
65310,2009-01-01,Role-Playing,Rest of the World,0.0
65311,2013-01-01,Simulation,Rest of the World,0.0
65312,2008-01-01,Racing,Rest of the World,0.0
65313,2006-01-01,Simulation,Rest of the World,0.0
65314,2006-01-01,Misc,Rest of the World,0.0
65315,2003-01-01,Action,Rest of the World,0.0
65316,2011-01-01,Racing,Rest of the World,0.0
65317,2011-01-01,Misc,Rest of the World,0.0
65318,2010-01-01,Adventure,Rest of the World,0.0
65319,2006-01-01,Action,Rest of the World,0.0
65320,2008-01-01,Adventure,Rest of the World,0.0
65321,2006-01-01,Adventure,Rest of the World,0.0
65322,2006-01-01,Sports,Rest of the World,0.0
65323,2012-01-01,Action,Rest of the World,0.0
65324,2010-01-01,Sports,Rest of the World,0.0
65325,2015-01-01,Action,Rest of the World,0.0
65326,2014-01-01,Action,Rest of the World,0.0
65327,2006-01-01,Misc,Rest of the World,0.0
65328,2006-01-01,Shooter,Rest of the World,0.0
65329,1995-01-01,Shooter,Rest of the World,0.0
65330,2007-01-01,Action,Rest of the World,0.0
65331,2002-01-01,Action,Rest of the World,0.0
65332,2007-01-01,Simulation,Rest of the World,0.0
65333,2015-01-01,Puzzle,Rest of the World,0.0
65334,1997-01-01,Action,Rest of the World,0.0
65335,2008-01-01,Shooter,Rest of the World,0.0
65336,2007-01-01,Adventure,Rest of the World,0.0
65337,2012-01-01,Action,Rest of the World,0.0
65338,2006-01-01,Misc,Rest of the World,0.0
65339,2007-01-01,Simulation,Rest of the World,0.0
65340,2003-01-01,Adventure,Rest of the World,0.0
65341,2009-01-01,Misc,Rest of the World,0.0
65342,2010-01-01,Shooter,Rest of the World,0.0
65343,2010-01-01,Adventure,Rest of the World,0.0
65344,2010-01-01,Adventure,Rest of the World,0.0
65345,2007-01-01,Strategy,Rest of the World,0.0
65346,2010-01-01,Adventure,Rest of the World,0.0
65347,1995-01-01,Sports,Rest of the World,0.0
65348,2015-01-01,Adventure,Rest of the World,0.0
65349,2012-01-01,Action,Rest of the World,0.0
65350,2006-01-01,Misc,Rest of the World,0.0
65351,2015-01-01,Adventure,Rest of the World,0.0
65352,2007-01-01,Platform,Rest of the World,0.0
65353,2011-01-01,Role-Playing,Rest of the World,0.0
65354,2015-01-01,Action,Rest of the World,0.0
65355,2015-01-01,Action,Rest of the World,0.0
65356,2004-01-01,Adventure,Rest of the World,0.0
65357,2010-01-01,Sports,Rest of the World,0.0
65358,2010-01-01,Adventure,Rest of the World,0.0
65359,2008-01-01,Role-Playing,Rest of the World,0.0
65360,2016-01-01,Misc,Rest of the World,0.0
65361,2009-01-01,Simulation,Rest of the World,0.0
65362,2006-01-01,Racing,Rest of the World,0.0
65363,2012-01-01,Role-Playing,Rest of the World,0.0
65364,2015-01-01,Action,Rest of the World,0.0
65365,2009-01-01,Strategy,Rest of the World,0.0
65366,2015-01-01,Action,Rest of the World,0.0
65367,2009-01-01,Sports,Rest of the World,0.0
65368,2015-01-01,Misc,Rest of the World,0.0
65369,2009-01-01,Action,Rest of the World,0.0
65370,2007-01-01,Role-Playing,Rest of the World,0.0
65371,2014-01-01,Misc,Rest of the World,0.0
65372,2010-01-01,Action,Rest of the World,0.0
65373,,Sports,Rest of the World,0.0
65374,2005-01-01,Sports,Rest of the World,0.0
65375,2015-01-01,Misc,Rest of the World,0.0
65376,2014-01-01,Racing,Rest of the World,0.0
65377,2008-01-01,Puzzle,Rest of the World,0.0
65378,2007-01-01,Adventure,Rest of the World,0.0
65379,2010-01-01,Simulation,Rest of the World,0.0
65380,2010-01-01,Role-Playing,Rest of the World,0.0
65381,2007-01-01,Misc,Rest of the World,0.0
65382,2010-01-01,Action,Rest of the World,0.0
65383,2008-01-01,Puzzle,Rest of the World,0.0
65384,2013-01-01,Misc,Rest of the World,0.0
65385,2007-01-01,Puzzle,Rest of the World,0.0
65386,2002-01-01,Sports,Rest of the World,0.0
65387,2006-01-01,Sports,Rest of the World,0.0
65388,2007-01-01,Racing,Rest of the World,0.0
65389,2005-01-01,Action,Rest of the World,0.0
65390,2010-01-01,Shooter,Rest of the World,0.0
65391,2007-01-01,Sports,Rest of the World,0.0
65392,2016-01-01,Shooter,Rest of the World,0.0
65393,2006-01-01,Fighting,Rest of the World,0.0
65394,2010-01-01,Simulation,Rest of the World,0.0
65395,2008-01-01,Strategy,Rest of the World,0.0
65396,2011-01-01,Misc,Rest of the World,0.0
65397,2002-01-01,Adventure,Rest of the World,0.0
65398,2009-01-01,Puzzle,Rest of the World,0.0
65399,2010-01-01,Shooter,Rest of the World,0.0
65400,,Misc,Rest of the World,0.0
65401,2006-01-01,Action,Rest of the World,0.0
65402,2002-01-01,Action,Rest of the World,0.0
65403,2011-01-01,Shooter,Rest of the World,0.0
65404,2011-01-01,Sports,Rest of the World,0.0
65405,2008-01-01,Adventure,Rest of the World,0.0
65406,2015-01-01,Action,Rest of the World,0.0
65407,2016-01-01,Action,Rest of the World,0.0
65408,2010-01-01,Adventure,Rest of the World,0.0
65409,2012-01-01,Action,Rest of the World,0.0
65410,2010-01-01,Misc,Rest of the World,0.0
65411,2008-01-01,Racing,Rest of the World,0.0
65412,2013-01-01,Action,Rest of the World,0.0
65413,2007-01-01,Adventure,Rest of the World,0.0
65414,2007-01-01,Adventure,Rest of the World,0.0
65415,2010-01-01,Sports,Rest of the World,0.0
65416,2001-01-01,Puzzle,Rest of the World,0.0
65417,2011-01-01,Adventure,Rest of the World,0.0
65418,2010-01-01,Puzzle,Rest of the World,0.0
65419,2006-01-01,Adventure,Rest of the World,0.0
65420,2006-01-01,Action,Rest of the World,0.0
65421,2008-01-01,Racing,Rest of the World,0.0
65422,1998-01-01,Action,Rest of the World,0.0
65423,2006-01-01,Fighting,Rest of the World,0.0
65424,2001-01-01,Role-Playing,Rest of the World,0.0
65425,2005-01-01,Fighting,Rest of the World,0.0
65426,2005-01-01,Puzzle,Rest of the World,0.0
65427,2002-01-01,Simulation,Rest of the World,0.0
65428,2012-01-01,Action,Rest of the World,0.0
65429,2008-01-01,Action,Rest of the World,0.0
65430,2007-01-01,Misc,Rest of the World,0.0
65431,2003-01-01,Shooter,Rest of the World,0.0
65432,2009-01-01,Role-Playing,Rest of the World,0.0
65433,2014-01-01,Action,Rest of the World,0.0
65434,2015-01-01,Action,Rest of the World,0.0
65435,2014-01-01,Adventure,Rest of the World,0.0
65436,2006-01-01,Role-Playing,Rest of the World,0.0
65437,2012-01-01,Action,Rest of the World,0.0
65438,2002-01-01,Sports,Rest of the World,0.0
65439,2009-01-01,Sports,Rest of the World,0.0
65440,2014-01-01,Sports,Rest of the World,0.0
65441,2006-01-01,Sports,Rest of the World,0.0
65442,1996-01-01,Role-Playing,Rest of the World,0.0
65443,2010-01-01,Sports,Rest of the World,0.0
65444,2002-01-01,Misc,Rest of the World,0.0
65445,2000-01-01,Simulation,Rest of the World,0.0
65446,,Role-Playing,Rest of the World,0.0
65447,2002-01-01,Sports,Rest of the World,0.0
65448,2010-01-01,Puzzle,Rest of the World,0.0
65449,2003-01-01,Platform,Rest of the World,0.0
65450,2008-01-01,Platform,Rest of the World,0.0
65451,2009-01-01,Racing,Rest of the World,0.0
65452,2016-01-01,Action,Rest of the World,0.0
65453,2006-01-01,Misc,Rest of the World,0.0
65454,2011-01-01,Strategy,Rest of the World,0.0
65455,2002-01-01,Sports,Rest of the World,0.0
65456,2004-01-01,Shooter,Rest of the World,0.0
65457,2011-01-01,Role-Playing,Rest of the World,0.0
65458,2014-01-01,Misc,Rest of the World,0.0
65459,2008-01-01,Misc,Rest of the World,0.0
65460,2002-01-01,Racing,Rest of the World,0.0
65461,2003-01-01,Racing,Rest of the World,0.0
65462,2003-01-01,Racing,Rest of the World,0.0
65463,2010-01-01,Role-Playing,Rest of the World,0.0
65464,2007-01-01,Puzzle,Rest of the World,0.0
65465,2004-01-01,Shooter,Rest of the World,0.0
65466,2006-01-01,Sports,Rest of the World,0.0
65467,2009-01-01,Role-Playing,Rest of the World,0.0
65468,2006-01-01,Shooter,Rest of the World,0.0
65469,2003-01-01,Platform,Rest of the World,0.0
65470,2015-01-01,Action,Rest of the World,0.0
65471,2007-01-01,Sports,Rest of the World,0.0
65472,2012-01-01,Misc,Rest of the World,0.0
65473,1999-01-01,Adventure,Rest of the World,0.0
65474,2006-01-01,Role-Playing,Rest of the World,0.0
65475,2006-01-01,Strategy,Rest of the World,0.0
65476,2007-01-01,Simulation,Rest of the World,0.0
65477,2006-01-01,Adventure,Rest of the World,0.0
65478,2016-01-01,Simulation,Rest of the World,0.0
65479,2005-01-01,Misc,Rest of the World,0.0
65480,2011-01-01,Strategy,Rest of the World,0.0
65481,1994-01-01,Sports,Rest of the World,0.0
65482,2010-01-01,Action,Rest of the World,0.0
65483,2014-01-01,Adventure,Rest of the World,0.0
65484,2008-01-01,Shooter,Rest of the World,0.0
65485,2015-01-01,Adventure,Rest of the World,0.0
65486,2004-01-01,Adventure,Rest of the World,0.0
65487,2004-01-01,Shooter,Rest of the World,0.0
65488,2010-01-01,Puzzle,Rest of the World,0.0
65489,2011-01-01,Strategy,Rest of the World,0.0
65490,2011-01-01,Adventure,Rest of the World,0.0
65491,,Misc,Rest of the World,0.0
65492,2007-01-01,Misc,Rest of the World,0.0
65493,2008-01-01,Action,Rest of the World,0.0
65494,2013-01-01,Action,Rest of the World,0.0
65495,2010-01-01,Adventure,Rest of the World,0.0
65496,2009-01-01,Adventure,Rest of the World,0.0
65497,2002-01-01,Adventure,Rest of the World,0.0
65498,2007-01-01,Misc,Rest of the World,0.0
65499,2009-01-01,Adventure,Rest of the World,0.0
65500,2006-01-01,Adventure,Rest of the World,0.0
65501,2015-01-01,Adventure,Rest of the World,0.0
65502,2003-01-01,Adventure,Rest of the World,0.0
65503,2013-01-01,Strategy,Rest of the World,0.0
65504,2010-01-01,Adventure,Rest of the World,0.0
65505,2015-01-01,Action,Rest of the World,0.0
65506,2007-01-01,Adventure,Rest of the World,0.0
65507,2006-01-01,Role-Playing,Rest of the World,0.0
65508,2016-01-01,Action,Rest of the World,0.0
65509,2006-01-01,Misc,Rest of the World,0.0
65510,2016-01-01,Adventure,Rest of the World,0.0
65511,,Shooter,Rest of the World,0.0
65512,2010-01-01,Action,Rest of the World,0.0
65513,2010-01-01,Adventure,Rest of the World,0.0
65514,2016-01-01,Action,Rest of the World,0.0
65515,2013-01-01,Adventure,Rest of the World,0.0
65516,2006-01-01,Role-Playing,Rest of the World,0.0
65517,2001-01-01,Fighting,Rest of the World,0.0
65518,2010-01-01,Adventure,Rest of the World,0.0
65519,2010-01-01,Strategy,Rest of the World,0.0
65520,2016-01-01,Adventure,Rest of the World,0.0
65521,2015-01-01,Sports,Rest of the World,0.0
65522,2006-01-01,Action,Rest of the World,0.0
65523,2003-01-01,Strategy,Rest of the World,0.0
65524,2009-01-01,Racing,Rest of the World,0.0
65525,2011-01-01,Action,Rest of the World,0.0
65526,2012-01-01,Action,Rest of the World,0.0
65527,2009-01-01,Misc,Rest of the World,0.0
65528,2005-01-01,Racing,Rest of the World,0.0
65529,2007-01-01,Platform,Rest of the World,0.0
65530,2010-01-01,Adventure,Rest of the World,0.0
65531,2008-01-01,Adventure,Rest of the World,0.0
65532,2006-01-01,Misc,Rest of the World,0.0
65533,,Sports,Rest of the World,0.0
65534,2015-01-01,Action,Rest of the World,0.0
65535,2010-01-01,Strategy,Rest of the World,0.0
65536,2009-01-01,Simulation,Rest of the World,0.0
65537,2009-01-01,Misc,Rest of the World,0.0
65538,2010-01-01,Adventure,Rest of the World,0.0
65539,2006-01-01,Action,Rest of the World,0.0
65540,2011-01-01,Sports,Rest of the World,0.0
65541,2010-01-01,Misc,Rest of the World,0.0
65542,2006-01-01,Action,Rest of the World,0.0
65543,2015-01-01,Action,Rest of the World,0.0
65544,2006-01-01,Simulation,Rest of the World,0.0
65545,2007-01-01,Misc,Rest of the World,0.0
65546,2007-01-01,Adventure,Rest of the World,0.0
65547,2011-01-01,Adventure,Rest of the World,0.0
65548,2012-01-01,Action,Rest of the World,0.0
65549,2003-01-01,Shooter,Rest of the World,0.0
65550,2013-01-01,Sports,Rest of the World,0.0
65551,2009-01-01,Racing,Rest of the World,0.0
65552,2009-01-01,Puzzle,Rest of the World,0.0
65553,2010-01-01,Puzzle,Rest of the World,0.0
65554,1996-01-01,Adventure,Rest of the World,0.0
65555,2001-01-01,Action,Rest of the World,0.0
65556,2008-01-01,Misc,Rest of the World,0.0
65557,2014-01-01,Role-Playing,Rest of the World,0.0
65558,2008-01-01,Action,Rest of the World,0.0
65559,2010-01-01,Strategy,Rest of the World,0.0
65560,2006-01-01,Action,Rest of the World,0.0
65561,2009-01-01,Adventure,Rest of the World,0.0
65562,2010-01-01,Action,Rest of the World,0.0
65563,2015-01-01,Action,Rest of the World,0.0
65564,2010-01-01,Adventure,Rest of the World,0.0
65565,2015-01-01,Adventure,Rest of the World,0.0
65566,2007-01-01,Puzzle,Rest of the World,0.0
65567,2007-01-01,Racing,Rest of the World,0.0
65568,2006-01-01,Shooter,Rest of the World,0.0
65569,2011-01-01,Adventure,Rest of the World,0.0
65570,2007-01-01,Misc,Rest of the World,0.0
65571,2001-01-01,Strategy,Rest of the World,0.0
65572,2010-01-01,Adventure,Rest of the World,0.0
65573,2002-01-01,Action,Rest of the World,0.0
65574,2015-01-01,Action,Rest of the World,0.0
65575,2007-01-01,Shooter,Rest of the World,0.0
65576,2007-01-01,Simulation,Rest of the World,0.0
65577,2005-01-01,Misc,Rest of the World,0.0
65578,2011-01-01,Platform,Rest of the World,0.0
65579,2004-01-01,Racing,Rest of the World,0.0
65580,2009-01-01,Role-Playing,Rest of the World,0.0
65581,2005-01-01,Action,Rest of the World,0.0
65582,2016-01-01,Adventure,Rest of the World,0.0
65583,2010-01-01,Action,Rest of the World,0.0
65584,2008-01-01,Sports,Rest of the World,0.0
65585,1998-01-01,Action,Rest of the World,0.0
65586,2002-01-01,Sports,Rest of the World,0.0
65587,2015-01-01,Adventure,Rest of the World,0.0
65588,2003-01-01,Shooter,Rest of the World,0.0
65589,2006-01-01,Simulation,Rest of the World,0.0
65590,2015-01-01,Sports,Rest of the World,0.0
65591,2008-01-01,Platform,Rest of the World,0.0
65592,2006-01-01,Action,Rest of the World,0.0
65593,2002-01-01,Sports,Rest of the World,0.0
65594,2002-01-01,Racing,Rest of the World,0.0
65595,2016-01-01,Strategy,Rest of the World,0.0
65596,2009-01-01,Sports,Rest of the World,0.0
65597,2009-01-01,Adventure,Rest of the World,0.0
65598,2016-01-01,Shooter,Rest of the World,0.0
65599,2007-01-01,Misc,Rest of the World,0.0
65600,2007-01-01,Adventure,Rest of the World,0.0
65601,2006-01-01,Role-Playing,Rest of the World,0.0
65602,2006-01-01,Action,Rest of the World,0.0
65603,2015-01-01,Sports,Rest of the World,0.0
65604,2012-01-01,Action,Rest of the World,0.0
65605,,Racing,Rest of the World,0.0
65606,2009-01-01,Adventure,Rest of the World,0.0
65607,2010-01-01,Strategy,Rest of the World,0.0
65608,2006-01-01,Puzzle,Rest of the World,0.0
65609,2004-01-01,Action,Rest of the World,0.0
65610,2013-01-01,Sports,Rest of the World,0.0
65611,2006-01-01,Shooter,Rest of the World,0.0
65612,2010-01-01,Strategy,Rest of the World,0.0
65613,2005-01-01,Action,Rest of the World,0.0
65614,2010-01-01,Sports,Rest of the World,0.0
65615,2008-01-01,Strategy,Rest of the World,0.0
65616,2012-01-01,Action,Rest of the World,0.0
65617,2007-01-01,Action,Rest of the World,0.0
65618,2008-01-01,Adventure,Rest of the World,0.0
65619,2014-01-01,Puzzle,Rest of the World,0.0
65620,2004-01-01,Misc,Rest of the World,0.0
65621,2008-01-01,Misc,Rest of the World,0.0
65622,2011-01-01,Shooter,Rest of the World,0.0
65623,2014-01-01,Adventure,Rest of the World,0.0
65624,2011-01-01,Misc,Rest of the World,0.0
65625,2005-01-01,Simulation,Rest of the World,0.0
65626,2010-01-01,Simulation,Rest of the World,0.0
65627,2005-01-01,Platform,Rest of the World,0.0
65628,2011-01-01,Strategy,Rest of the World,0.0
65629,2005-01-01,Shooter,Rest of the World,0.0
65630,2009-01-01,Puzzle,Rest of the World,0.0
65631,2007-01-01,Sports,Rest of the World,0.0
65632,2007-01-01,Action,Rest of the World,0.0
65633,2014-01-01,Adventure,Rest of the World,0.0
65634,2010-01-01,Role-Playing,Rest of the World,0.0
65635,2011-01-01,Action,Rest of the World,0.0
65636,2010-01-01,Misc,Rest of the World,0.0
65637,2010-01-01,Misc,Rest of the World,0.0
65638,2013-01-01,Adventure,Rest of the World,0.0
65639,2010-01-01,Adventure,Rest of the World,0.0
65640,2015-01-01,Action,Rest of the World,0.0
65641,2006-01-01,Role-Playing,Rest of the World,0.0
65642,2009-01-01,Shooter,Rest of the World,0.0
65643,2010-01-01,Misc,Rest of the World,0.0
65644,2007-01-01,Sports,Rest of the World,0.0
65645,2007-01-01,Racing,Rest of the World,0.0
65646,2016-01-01,Shooter,Rest of the World,0.0
65647,2005-01-01,Shooter,Rest of the World,0.0
65648,2011-01-01,Simulation,Rest of the World,0.0
65649,2009-01-01,Role-Playing,Rest of the World,0.0
65650,2013-01-01,Misc,Rest of the World,0.0
65651,2014-01-01,Adventure,Rest of the World,0.0
65652,2013-01-01,Action,Rest of the World,0.0
65653,2012-01-01,Action,Rest of the World,0.0
65654,2013-01-01,Platform,Rest of the World,0.0
65655,2013-01-01,Adventure,Rest of the World,0.0
65656,2016-01-01,Adventure,Rest of the World,0.0
65657,2014-01-01,Action,Rest of the World,0.0
65658,2007-01-01,Adventure,Rest of the World,0.0
65659,,Sports,Rest of the World,0.0
65660,2007-01-01,Strategy,Rest of the World,0.0
65661,1985-01-01,Action,Rest of the World,0.0
65662,2010-01-01,Action,Rest of the World,0.0
65663,2009-01-01,Strategy,Rest of the World,0.0
65664,2003-01-01,Racing,Rest of the World,0.0
65665,2006-01-01,Adventure,Rest of the World,0.0
65666,2004-01-01,Shooter,Rest of the World,0.0
65667,2008-01-01,Shooter,Rest of the World,0.0
65668,2009-01-01,Simulation,Rest of the World,0.0
65669,2013-01-01,Sports,Rest of the World,0.0
65670,,Action,Rest of the World,0.0
65671,2010-01-01,Misc,Rest of the World,0.0
65672,,Misc,Rest of the World,0.0
65673,2011-01-01,Misc,Rest of the World,0.0
65674,2003-01-01,Strategy,Rest of the World,0.0
65675,2014-01-01,Adventure,Rest of the World,0.0
65676,2006-01-01,Shooter,Rest of the World,0.0
65677,2009-01-01,Adventure,Rest of the World,0.0
65678,2010-01-01,Racing,Rest of the World,0.0
65679,2016-01-01,Adventure,Rest of the World,0.0
65680,2016-01-01,Fighting,Rest of the World,0.0
65681,2012-01-01,Strategy,Rest of the World,0.0
65682,2004-01-01,Sports,Rest of the World,0.0
65683,2011-01-01,Adventure,Rest of the World,0.0
65684,2004-01-01,Platform,Rest of the World,0.0
65685,2004-01-01,Shooter,Rest of the World,0.0
65686,2006-01-01,Action,Rest of the World,0.0
65687,2008-01-01,Adventure,Rest of the World,0.0
65688,2002-01-01,Racing,Rest of the World,0.0
65689,2007-01-01,Shooter,Rest of the World,0.0
65690,2009-01-01,Racing,Rest of the World,0.0
65691,2015-01-01,Simulation,Rest of the World,0.0
65692,2008-01-01,Adventure,Rest of the World,0.0
65693,2007-01-01,Shooter,Rest of the World,0.0
65694,,Simulation,Rest of the World,0.0
65695,2006-01-01,Action,Rest of the World,0.0
65696,2007-01-01,Strategy,Rest of the World,0.0
65697,2006-01-01,Simulation,Rest of the World,0.0
65698,2008-01-01,Adventure,Rest of the World,0.0
65699,2008-01-01,Misc,Rest of the World,0.0
65700,2006-01-01,Misc,Rest of the World,0.0
65701,2015-01-01,Action,Rest of the World,0.0
65702,2014-01-01,Adventure,Rest of the World,0.0
65703,2005-01-01,Platform,Rest of the World,0.0
65704,2010-01-01,Adventure,Rest of the World,0.0
65705,2001-01-01,Role-Playing,Rest of the World,0.0
65706,2004-01-01,Strategy,Rest of the World,0.0
65707,2003-01-01,Platform,Rest of the World,0.0
65708,2008-01-01,Adventure,Rest of the World,0.0
65709,,Misc,Rest of the World,0.0
65710,2009-01-01,Racing,Rest of the World,0.0
65711,2011-01-01,Role-Playing,Rest of the World,0.0
65712,2010-01-01,Misc,Rest of the World,0.0
65713,2005-01-01,Platform,Rest of the World,0.0
65714,2010-01-01,Role-Playing,Rest of the World,0.0
65715,2006-01-01,Misc,Rest of the World,0.0
65716,2012-01-01,Role-Playing,Rest of the World,0.0
65717,2014-01-01,Role-Playing,Rest of the World,0.0
